news_date,n_articles,n_pred_climate,climate_share,climate_intensity_mean,climate_intensity_sum,log_n_articles,log_n_pred_climate,log_climate_intensity_sum,is_core_climate,is_policy_regulation,is_physical_risk,is_energy_geopolitics,is_cleantech,is_activism_litigation
2015-09-24,1,1,1.0,0.9995802,0.9995802,0.6931471805599453,0.6931471805599453,0.69293725,1.0,0.0,1.0,0.0,0.0,0.0
2015-09-26,1,1,1.0,0.9996227,0.9996227,0.6931471805599453,0.6931471805599453,0.69295853,1.0,1.0,1.0,0.0,0.0,0.0
2015-09-28,3,1,0.3333333333333333,0.4259304,1.2777913,1.3862943611198906,0.6931471805599453,0.82320625,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0
2015-09-30,1,0,0.0,0.0017008715,0.0017008715,0.6931471805599453,0.0,0.0016994267,0.0,0.0,1.0,0.0,0.0,0.0
2015-10-01,6,0,0.0,0.0027761597,0.016656958,1.9459101490553132,0.0,0.016519751,0.8333333333333334,0.5,0.6666666666666666,0.0,0.0,0.0
2015-10-03,1,1,1.0,0.945398,0.945398,0.6931471805599453,0.6931471805599453,0.66546655,1.0,0.0,0.0,0.0,0.0,0.0
2015-10-04,2,0,0.0,0.050219197,0.10043839,1.0986122886681098,0.0,0.09570864,0.0,0.0,1.0,0.0,0.0,0.0
2015-10-06,1,0,0.0,0.001529163,0.001529163,0.6931471805599453,0.0,0.001527995,0.0,0.0,1.0,0.0,0.0,0.0
2015-10-07,1,0,0.0,0.002544915,0.002544915,0.6931471805599453,0.0,0.0025416822,0.0,0.0,1.0,0.0,0.0,0.0
2015-10-08,1,0,0.0,0.046521697,0.046521697,0.6931471805599453,0.0,0.045471996,0.0,0.0,1.0,0.0,0.0,0.0
2015-10-10,2,2,1.0,0.98767364,1.9753473,1.0986122886681098,1.0986122886681098,1.0903608,0.5,1.0,0.5,0.0,0.0,0.0
2015-10-11,5,3,0.6,0.6002743,3.0013716,1.791759469228055,1.3862943611198906,1.3866372,1.0,0.6,0.2,0.0,0.0,0.0
2015-10-12,6,3,0.5,0.50089836,3.0053902,1.9459101490553132,1.3862943611198906,1.387641,0.8333333333333334,0.5,0.3333333333333333,0.0,0.0,0.0
2015-10-13,2,1,0.5,0.5003573,1.0007145,1.0986122886681098,0.6931471805599453,0.6935044,0.5,0.0,1.0,0.0,0.0,0.0
2015-10-14,1,0,0.0,0.0018538384,0.0018538384,0.6931471805599453,0.0,0.0018521223,1.0,0.0,1.0,0.0,0.0,0.0
2015-10-19,1,1,1.0,0.99847573,0.99847573,0.6931471805599453,0.6931471805599453,0.6923848,1.0,1.0,0.0,0.0,0.0,0.0
